sale_id,order_id,customer_id,product_id,product_name,category,quantity,unit_price,discount_percent,sales_amount,cost_amount,profit,payment_method,sales_channel,salesperson_id,city,state,region,order_date,event_type,event_description
S067401,ORD670987,C04319,P009,Fusion Earbuds,Accessories,1,3000,0.0,3000.0,1500,1500.0,Credit Card,Mobile App,Online,Gurugram,Haryana,North India,2023-09-03,None,None
S067402,ORD661570,C11437,P013,Fusion Mouse,Accessories,1,1200,0.0,1200.0,600,600.0,UPI,Store,SP045,Margao,Goa,West India,2023-09-03,None,None
S067403,ORD982589,C11663,P013,Fusion Mouse,Accessories,2,1200,0.0,2400.0,1200,1200.0,UPI,Store,SP087,Chennai,Tamil Nadu,South India,2023-09-03,None,None
S067404,ORD982675,C06946,P005,FusionPhone X,Smartphones,1,35000,0.0,35000.0,25000,10000.0,Credit Card,Store,SP052,New Delhi,Delhi,North India,2023-09-03,Competitor Launch,Reduced smartphone demand due to competitor flagship launch
S067405,ORD564138,C13429,P003,FusionBook Ultra,Laptops,1,140000,0.0,140000.0,100000,40000.0,UPI,Store,SP052,Noida,Uttar Pradesh,North India,2023-09-03,None,None
S067406,ORD477062,C04035,P011,Fusion Case,Accessories,1,800,0.0,800.0,200,600.0,Debit Card,Website,Online,Chennai,Tamil Nadu,South India,2023-09-03,None,None
S067407,ORD433666,C02790,P006,FusionPhone Ultra,Smartphones,1,75000,0.0,75000.0,50000,25000.0,UPI,Store,SP089,Vadodara,Gujarat,West India,2023-09-03,Competitor Launch,Reduced smartphone demand due to competitor flagship launch
S067408,ORD977454,C03111,P011,Fusion Case,Accessories,2,800,0.0,1600.0,400,1200.0,Debit Card,Mobile App,Online,Pune,Maharashtra,West India,2023-09-03,None,None
S067409,ORD248407,C06057,P003,FusionBook Ultra,Laptops,1,140000,0.0,140000.0,100000,40000.0,Debit Card,Mobile App,Online,Cuttack,Odisha,East India,2023-09-03,None,None
S067410,ORD571160,C09530,P005,FusionPhone X,Smartphones,1,35000,0.0,35000.0,25000,10000.0,Debit Card,Store,SP089,Kozhikode,Kerala,South India,2023-09-03,Competitor Launch,Reduced smartphone demand due to competitor flagship launch
S067411,ORD532415,C09433,P011,Fusion Case,Accessories,1,800,0.0,800.0,200,600.0,UPI,Mobile App,Online,Lucknow,Uttar Pradesh,North India,2023-09-03,None,None
S067412,ORD509509,C11296,P009,Fusion Earbuds,Accessories,1,3000,0.0,3000.0,1500,1500.0,Cash,Website,Online,Kolkata,West Bengal,East India,2023-09-03,None,None
S067413,ORD234917,C04035,P011,Fusion Case,Accessories,2,800,0.0,1600.0,400,1200.0,Debit Card,Mobile App,Online,Chennai,Tamil Nadu,South India,2023-09-03,None,None
S067414,ORD661407,C14411,P007,FusionTab Mini,Tablets,1,22000,0.0,22000.0,15000,7000.0,Debit Card,Website,Online,Hyderabad,Telangana,South India,2023-09-03,None,None
S067415,ORD942149,C14523,P001,FusionBook Air,Laptops,1,60000,0.0,60000.0,45000,15000.0,UPI,Website,Online,Udaipur,Rajasthan,West India,2023-09-03,None,None
S067416,ORD805488,C10384,P004,FusionPhone Lite,Smartphones,1,15000,0.0,15000.0,10000,5000.0,UPI,Website,Online,Chennai,Tamil Nadu,South India,2023-09-03,Competitor Launch,Reduced smartphone demand due to competitor flagship launch
S067417,ORD673493,C12566,P009,Fusion Earbuds,Accessories,1,3000,0.0,3000.0,1500,1500.0,UPI,Mobile App,Online,Noida,Uttar Pradesh,North India,2023-09-03,None,None
S067418,ORD892457,C04581,P009,Fusion Earbuds,Accessories,1,3000,0.0,3000.0,1500,1500.0,Debit Card,Store,SP100,Hyderabad,Telangana,South India,2023-09-04,None,None
S067419,ORD383541,C14619,P001,FusionBook Air,Laptops,43,60000,15.0,2193000.0,1935000,258000.0,Net Banking,Corporate Team,SP063,Kozhikode,Kerala,South India,2023-09-04,None,None
S067420,ORD961476,C04045,P012,Fusion Keyboard,Accessories,1,2500,0.0,2500.0,1200,1300.0,UPI,Website,Online,Bhilai,Chhattisgarh,Central India,2023-09-04,None,None
S067421,ORD157305,C05838,P011,Fusion Case,Accessories,13,800,20.0,8320.0,2600,5720.0,Net Banking,Corporate Team,SP012,Ahmedabad,Gujarat,West India,2023-09-04,None,None
S067422,ORD614930,C04363,P002,FusionBook Pro,Laptops,1,95000,0.0,95000.0,70000,25000.0,Credit Card,Mobile App,Online,Hyderabad,Telangana,South India,2023-09-04,None,None
S067423,ORD777053,C07152,P011,Fusion Case,Accessories,1,800,0.0,800.0,200,600.0,UPI,Mobile App,Online,Vijayawada,Andhra Pradesh,South India,2023-09-04,None,None
S067424,ORD535830,C03939,P013,Fusion Mouse,Accessories,1,1200,0.0,1200.0,600,600.0,UPI,Store,SP045,Panaji,Goa,West India,2023-09-04,None,None
S067425,ORD401961,C04555,P011,Fusion Case,Accessories,1,800,0.0,800.0,200,600.0,Credit Card,Store,SP095,Gurugram,Haryana,North India,2023-09-04,None,None
S067426,ORD297168,C09078,P010,Fusion Charger,Accessories,1,1500,0.0,1500.0,500,1000.0,UPI,Website,Online,Warangal,Telangana,South India,2023-09-04,None,None
S067427,ORD307367,C14596,P012,Fusion Keyboard,Accessories,1,2500,0.0,2500.0,1200,1300.0,Credit Card,Store,SP046,Visakhapatnam,Andhra Pradesh,South India,2023-09-04,None,None
S067428,ORD501636,C14577,P013,Fusion Mouse,Accessories,1,1200,0.0,1200.0,600,600.0,Cash,Mobile App,Online,Pune,Maharashtra,West India,2023-09-04,None,None
S067429,ORD826047,C05741,P016,FusionView 32,Monitors,15,32000,20.0,384000.0,300000,84000.0,Net Banking,Corporate Team,SP028,Coimbatore,Tamil Nadu,South India,2023-09-04,None,None
S067430,ORD575514,C09848,P013,Fusion Mouse,Accessories,1,1200,0.0,1200.0,600,600.0,Credit Card,Store,SP030,Margao,Goa,West India,2023-09-04,None,None
S067431,ORD546773,C10663,P005,FusionPhone X,Smartphones,1,35000,0.0,35000.0,25000,10000.0,UPI,Store,SP091,Gaya,Bihar,East India,2023-09-04,Competitor Launch,Reduced smartphone demand due to competitor flagship launch
S067432,ORD441370,C07938,P009,Fusion Earbuds,Accessories,1,3000,0.0,3000.0,1500,1500.0,UPI,Mobile App,Online,Guwahati,Assam,East India,2023-09-04,None,None
S067433,ORD163373,C02088,P012,Fusion Keyboard,Accessories,2,2500,0.0,5000.0,2400,2600.0,Credit Card,Website,Online,Jodhpur,Rajasthan,West India,2023-09-04,None,None
S067434,ORD379471,C10439,P004,FusionPhone Lite,Smartphones,1,15000,0.0,15000.0,10000,5000.0,UPI,Store,SP067,Jaipur,Rajasthan,West India,2023-09-04,Competitor Launch,Reduced smartphone demand due to competitor flagship launch
S067435,ORD123945,C11933,P001,FusionBook Air,Laptops,177,60000,15.0,9027000.0,7965000,1062000.0,Net Banking,Corporate Team,SP061,Mumbai,Maharashtra,West India,2023-09-04,None,None
S067436,ORD553916,C12249,P008,FusionTab Pro,Tablets,1,50000,0.0,50000.0,35000,15000.0,Credit Card,Website,Online,Chennai,Tamil Nadu,South India,2023-09-04,None,None
S067437,ORD794725,C01973,P002,FusionBook Pro,Laptops,1,95000,0.0,95000.0,70000,25000.0,Debit Card,Website,Online,Cuttack,Odisha,East India,2023-09-04,None,None
S067438,ORD761214,C03804,P005,FusionPhone X,Smartphones,1,35000,0.0,35000.0,25000,10000.0,Credit Card,Store,SP069,Vijayawada,Andhra Pradesh,South India,2023-09-04,Competitor Launch,Reduced smartphone demand due to competitor flagship launch
S067439,ORD841370,C09857,P015,FusionView 27,Monitors,1,18000,0.0,18000.0,12000,6000.0,Credit Card,Website,Online,Ahmedabad,Gujarat,West India,2023-09-04,None,None
S067440,ORD897384,C00978,P017,Fusion Watch Lite,Wearables,1,5000,0.0,5000.0,2500,2500.0,Debit Card,Website,Online,Vadodara,Gujarat,West India,2023-09-04,None,None
S067441,ORD238786,C10203,P015,FusionView 27,Monitors,1,18000,0.0,18000.0,12000,6000.0,UPI,Mobile App,Online,Patna,Bihar,East India,2023-09-04,None,None
S067442,ORD339832,C04276,P002,FusionBook Pro,Laptops,1,95000,0.0,95000.0,70000,25000.0,Debit Card,Mobile App,Online,Panaji,Goa,West India,2023-09-04,None,None
S067443,ORD602396,C09003,P002,FusionBook Pro,Laptops,41,95000,20.0,3116000.0,2870000,246000.0,Net Banking,Corporate Team,SP046,Dibrugarh,Assam,East India,2023-09-04,None,None
S067444,ORD487805,C02407,P011,Fusion Case,Accessories,1,800,0.0,800.0,200,600.0,Credit Card,Store,SP092,Mumbai,Maharashtra,West India,2023-09-04,None,None
S067445,ORD767998,C11628,P009,Fusion Earbuds,Accessories,1,3000,0.0,3000.0,1500,1500.0,Credit Card,Website,Online,Mumbai,Maharashtra,West India,2023-09-04,None,None
S067446,ORD186009,C03832,P010,Fusion Charger,Accessories,2,1500,0.0,3000.0,1000,2000.0,UPI,Website,Online,New Delhi,Delhi,North India,2023-09-04,None,None
S067447,ORD766948,C00774,P005,FusionPhone X,Smartphones,1,35000,0.0,35000.0,25000,10000.0,Credit Card,Store,SP097,Gurugram,Haryana,North India,2023-09-04,Competitor Launch,Reduced smartphone demand due to competitor flagship launch
S067448,ORD656573,C01278,P010,Fusion Charger,Accessories,1,1500,0.0,1500.0,500,1000.0,UPI,Website,Online,Visakhapatnam,Andhra Pradesh,South India,2023-09-04,None,None
S067449,ORD463939,C02814,P015,FusionView 27,Monitors,99,18000,15.0,1514700.0,1188000,326700.0,Net Banking,Corporate Team,SP076,Guwahati,Assam,East India,2023-09-04,None,None
S067450,ORD595534,C02055,P004,FusionPhone Lite,Smartphones,1,15000,0.0,15000.0,10000,5000.0,UPI,Store,SP004,Panaji,Goa,West India,2023-09-04,Competitor Launch,Reduced smartphone demand due to competitor flagship launch
S067451,ORD439374,C00919,P013,Fusion Mouse,Accessories,1,1200,0.0,1200.0,600,600.0,Cash,Store,SP072,Ludhiana,Punjab,North India,2023-09-04,None,None
S067452,ORD495623,C08830,P010,Fusion Charger,Accessories,1,1500,0.0,1500.0,500,1000.0,UPI,Mobile App,Online,Bhopal,Madhya Pradesh,Central India,2023-09-04,None,None
S067453,ORD992972,C02658,P012,Fusion Keyboard,Accessories,2,2500,0.0,5000.0,2400,2600.0,Debit Card,Mobile App,Online,Kolkata,West Bengal,East India,2023-09-04,None,None
S067454,ORD101259,C12503,P002,FusionBook Pro,Laptops,1,95000,0.0,95000.0,70000,25000.0,UPI,Store,SP065,Bhopal,Madhya Pradesh,Central India,2023-09-04,None,None
S067455,ORD742413,C02887,P009,Fusion Earbuds,Accessories,33,3000,10.0,89100.0,49500,39600.0,Net Banking,Corporate Team,SP015,Chennai,Tamil Nadu,South India,2023-09-04,None,None
S067456,ORD542780,C13695,P008,FusionTab Pro,Tablets,12,50000,15.0,510000.0,420000,90000.0,Net Banking,Corporate Team,SP067,Panaji,Goa,West India,2023-09-04,None,None
S067457,ORD925942,C04687,P010,Fusion Charger,Accessories,2,1500,0.0,3000.0,1000,2000.0,UPI,Website,Online,Gwalior,Madhya Pradesh,Central India,2023-09-04,None,None
S067458,ORD158186,C11298,P007,FusionTab Mini,Tablets,1,22000,0.0,22000.0,15000,7000.0,UPI,Store,SP045,Mumbai,Maharashtra,West India,2023-09-04,None,None
S067459,ORD796110,C14144,P004,FusionPhone Lite,Smartphones,1,15000,0.0,15000.0,10000,5000.0,Credit Card,Mobile App,Online,Bengaluru,Karnataka,South India,2023-09-05,Competitor Launch,Reduced smartphone demand due to competitor flagship launch
S067460,ORD111604,C11993,P006,FusionPhone Ultra,Smartphones,1,75000,0.0,75000.0,50000,25000.0,Credit Card,Store,SP065,Ahmedabad,Gujarat,West India,2023-09-05,Competitor Launch,Reduced smartphone demand due to competitor flagship launch
S067461,ORD537248,C08150,P017,Fusion Watch Lite,Wearables,1,5000,0.0,5000.0,2500,2500.0,UPI,Store,SP049,Madurai,Tamil Nadu,South India,2023-09-05,None,None
S067462,ORD954620,C10017,P012,Fusion Keyboard,Accessories,1,2500,0.0,2500.0,1200,1300.0,Credit Card,Store,SP025,Pune,Maharashtra,West India,2023-09-05,None,None
S067463,ORD429474,C01596,P005,FusionPhone X,Smartphones,1,35000,0.0,35000.0,25000,10000.0,UPI,Store,SP013,Mumbai,Maharashtra,West India,2023-09-05,Competitor Launch,Reduced smartphone demand due to competitor flagship launch
S067464,ORD929697,C05076,P005,FusionPhone X,Smartphones,1,35000,0.0,35000.0,25000,10000.0,UPI,Store,SP042,Mumbai,Maharashtra,West India,2023-09-05,Competitor Launch,Reduced smartphone demand due to competitor flagship launch
S067465,ORD917436,C13000,P004,FusionPhone Lite,Smartphones,1,15000,0.0,15000.0,10000,5000.0,UPI,Website,Online,Gurugram,Haryana,North India,2023-09-05,Competitor Launch,Reduced smartphone demand due to competitor flagship launch
S067466,ORD654430,C05144,P002,FusionBook Pro,Laptops,21,95000,20.0,1596000.0,1470000,126000.0,Net Banking,Corporate Team,SP095,Kochi,Kerala,South India,2023-09-05,None,None
S067467,ORD909837,C06072,P012,Fusion Keyboard,Accessories,1,2500,0.0,2500.0,1200,1300.0,UPI,Store,SP001,Vijayawada,Andhra Pradesh,South India,2023-09-05,None,None
S067468,ORD443003,C07712,P008,FusionTab Pro,Tablets,174,50000,20.0,6960000.0,6090000,870000.0,Net Banking,Corporate Team,SP069,Panaji,Goa,West India,2023-09-05,None,None
S067469,ORD586761,C05229,P014,FusionView 24,Monitors,1,12000,0.0,12000.0,8000,4000.0,Credit Card,Store,SP089,Gurugram,Haryana,North India,2023-09-05,None,None
S067470,ORD933038,C01824,P005,FusionPhone X,Smartphones,1,35000,0.0,35000.0,25000,10000.0,Debit Card,Store,SP051,New Delhi,Delhi,North India,2023-09-05,Competitor Launch,Reduced smartphone demand due to competitor flagship launch
S067471,ORD843984,C13827,P012,Fusion Keyboard,Accessories,1,2500,0.0,2500.0,1200,1300.0,Credit Card,Mobile App,Online,Jaipur,Rajasthan,West India,2023-09-05,None,None
S067472,ORD543648,C12333,P017,Fusion Watch Lite,Wearables,1,5000,0.0,5000.0,2500,2500.0,UPI,Mobile App,Online,Bengaluru,Karnataka,South India,2023-09-05,None,None
S067473,ORD305578,C05804,P009,Fusion Earbuds,Accessories,1,3000,0.0,3000.0,1500,1500.0,Debit Card,Website,Online,Visakhapatnam,Andhra Pradesh,South India,2023-09-05,None,None
S067474,ORD638876,C05462,P017,Fusion Watch Lite,Wearables,1,5000,0.0,5000.0,2500,2500.0,Credit Card,Store,SP051,Cuttack,Odisha,East India,2023-09-05,None,None
S067475,ORD892935,C09626,P001,FusionBook Air,Laptops,34,60000,20.0,1632000.0,1530000,102000.0,Net Banking,Corporate Team,SP079,New Delhi,Delhi,North India,2023-09-05,None,None
S067476,ORD722042,C02959,P017,Fusion Watch Lite,Wearables,1,5000,0.0,5000.0,2500,2500.0,Credit Card,Mobile App,Online,Panipat,Haryana,North India,2023-09-05,None,None
S067477,ORD556285,C05477,P005,FusionPhone X,Smartphones,1,35000,0.0,35000.0,25000,10000.0,Credit Card,Website,Online,Vijayawada,Andhra Pradesh,South India,2023-09-05,Competitor Launch,Reduced smartphone demand due to competitor flagship launch
S067478,ORD217503,C09371,P003,FusionBook Ultra,Laptops,1,140000,0.0,140000.0,100000,40000.0,Credit Card,Mobile App,Online,Ludhiana,Punjab,North India,2023-09-05,None,None
S067479,ORD879490,C08351,P001,FusionBook Air,Laptops,1,60000,0.0,60000.0,45000,15000.0,Debit Card,Website,Online,Gurugram,Haryana,North India,2023-09-05,None,None
S067480,ORD923787,C07595,P011,Fusion Case,Accessories,43,800,10.0,30960.0,8600,22360.0,Net Banking,Corporate Team,SP061,New Delhi,Delhi,North India,2023-09-05,None,None
S067481,ORD491482,C05600,P001,FusionBook Air,Laptops,1,60000,0.0,60000.0,45000,15000.0,Debit Card,Mobile App,Online,Bhubaneswar,Odisha,East India,2023-09-05,None,None
S067482,ORD852760,C02890,P010,Fusion Charger,Accessories,1,1500,0.0,1500.0,500,1000.0,UPI,Store,SP046,Gurugram,Haryana,North India,2023-09-05,None,None
S067483,ORD472874,C04227,P017,Fusion Watch Lite,Wearables,1,5000,0.0,5000.0,2500,2500.0,Credit Card,Store,SP059,Ahmedabad,Gujarat,West India,2023-09-05,None,None
S067484,ORD147330,C03670,P010,Fusion Charger,Accessories,1,1500,0.0,1500.0,500,1000.0,Credit Card,Store,SP042,Gurugram,Haryana,North India,2023-09-05,None,None
S067485,ORD261316,C12179,P009,Fusion Earbuds,Accessories,1,3000,0.0,3000.0,1500,1500.0,Credit Card,Store,SP046,Coimbatore,Tamil Nadu,South India,2023-09-05,None,None
S067486,ORD256089,C10016,P009,Fusion Earbuds,Accessories,1,3000,0.0,3000.0,1500,1500.0,Debit Card,Website,Online,Ludhiana,Punjab,North India,2023-09-05,None,None
S067487,ORD255398,C06239,P007,FusionTab Mini,Tablets,1,22000,0.0,22000.0,15000,7000.0,UPI,Store,SP028,Chennai,Tamil Nadu,South India,2023-09-05,None,None
S067488,ORD146413,C09417,P016,FusionView 32,Monitors,1,32000,0.0,32000.0,20000,12000.0,UPI,Mobile App,Online,Chennai,Tamil Nadu,South India,2023-09-05,None,None
S067489,ORD665370,C13420,P006,FusionPhone Ultra,Smartphones,1,75000,0.0,75000.0,50000,25000.0,Cash,Mobile App,Online,Kozhikode,Kerala,South India,2023-09-05,Competitor Launch,Reduced smartphone demand due to competitor flagship launch
S067490,ORD479607,C14407,P001,FusionBook Air,Laptops,1,60000,0.0,60000.0,45000,15000.0,UPI,Store,SP014,Chandigarh,Punjab,North India,2023-09-05,None,None
S067491,ORD404750,C00596,P009,Fusion Earbuds,Accessories,1,3000,0.0,3000.0,1500,1500.0,Debit Card,Mobile App,Online,Coimbatore,Tamil Nadu,South India,2023-09-05,None,None
S067492,ORD212722,C02295,P006,FusionPhone Ultra,Smartphones,1,75000,0.0,75000.0,50000,25000.0,UPI,Website,Online,Jodhpur,Rajasthan,West India,2023-09-05,Competitor Launch,Reduced smartphone demand due to competitor flagship launch
S067493,ORD872300,C08790,P012,Fusion Keyboard,Accessories,1,2500,0.0,2500.0,1200,1300.0,UPI,Mobile App,Online,Jodhpur,Rajasthan,West India,2023-09-05,None,None
S067494,ORD679920,C07386,P012,Fusion Keyboard,Accessories,1,2500,0.0,2500.0,1200,1300.0,Credit Card,Mobile App,Online,Panaji,Goa,West India,2023-09-05,None,None
S067495,ORD893976,C11722,P013,Fusion Mouse,Accessories,1,1200,0.0,1200.0,600,600.0,Debit Card,Store,SP012,New Delhi,Delhi,North India,2023-09-05,None,None
S067496,ORD154944,C08244,P012,Fusion Keyboard,Accessories,1,2500,0.0,2500.0,1200,1300.0,Credit Card,Mobile App,Online,Chandigarh,Punjab,North India,2023-09-05,None,None
S067497,ORD314044,C10672,P005,FusionPhone X,Smartphones,1,35000,0.0,35000.0,25000,10000.0,Credit Card,Mobile App,Online,Ahmedabad,Gujarat,West India,2023-09-05,Competitor Launch,Reduced smartphone demand due to competitor flagship launch
S067498,ORD644903,C03866,P005,FusionPhone X,Smartphones,1,35000,0.0,35000.0,25000,10000.0,Credit Card,Store,SP040,Visakhapatnam,Andhra Pradesh,South India,2023-09-05,Competitor Launch,Reduced smartphone demand due to competitor flagship launch
S067499,ORD127819,C09266,P010,Fusion Charger,Accessories,1,1500,0.0,1500.0,500,1000.0,Credit Card,Website,Online,New Delhi,Delhi,North India,2023-09-05,None,None
S067500,ORD809527,C14777,P010,Fusion Charger,Accessories,1,1500,0.0,1500.0,500,1000.0,UPI,Website,Online,Kanpur,Uttar Pradesh,North India,2023-09-05,None,None
S067501,ORD503809,C10898,P001,FusionBook Air,Laptops,115,60000,15.0,5865000.0,5175000,690000.0,Net Banking,Corporate Team,SP003,Vadodara,Gujarat,West India,2023-09-05,None,None
S067502,ORD650016,C11106,P011,Fusion Case,Accessories,1,800,0.0,800.0,200,600.0,UPI,Mobile App,Online,Visakhapatnam,Andhra Pradesh,South India,2023-09-05,None,None
S067503,ORD489084,C12807,P006,FusionPhone Ultra,Smartphones,1,75000,0.0,75000.0,50000,25000.0,Debit Card,Website,Online,Noida,Uttar Pradesh,North India,2023-09-05,Competitor Launch,Reduced smartphone demand due to competitor flagship launch
S067504,ORD500320,C12936,P007,FusionTab Mini,Tablets,1,22000,0.0,22000.0,15000,7000.0,UPI,Website,Online,Ludhiana,Punjab,North India,2023-09-05,None,None
S067505,ORD912928,C01263,P006,FusionPhone Ultra,Smartphones,1,75000,0.0,75000.0,50000,25000.0,UPI,Store,SP077,Udaipur,Rajasthan,West India,2023-09-05,Competitor Launch,Reduced smartphone demand due to competitor flagship launch
S067506,ORD671248,C03716,P006,FusionPhone Ultra,Smartphones,1,75000,0.0,75000.0,50000,25000.0,UPI,Website,Online,Chandigarh,Punjab,North India,2023-09-05,Competitor Launch,Reduced smartphone demand due to competitor flagship launch
S067507,ORD525343,C11933,P003,FusionBook Ultra,Laptops,97,140000,20.0,10864000.0,9700000,1164000.0,Net Banking,Corporate Team,SP048,Mumbai,Maharashtra,West India,2023-09-05,None,None
S067508,ORD734088,C10784,P009,Fusion Earbuds,Accessories,13,3000,10.0,35100.0,19500,15600.0,Net Banking,Corporate Team,SP092,Visakhapatnam,Andhra Pradesh,South India,2023-09-05,None,None
S067509,ORD722713,C08449,P002,FusionBook Pro,Laptops,37,95000,10.0,3163500.0,2590000,573500.0,Net Banking,Corporate Team,SP015,Noida,Uttar Pradesh,North India,2023-09-05,None,None
S067510,ORD190297,C03107,P007,FusionTab Mini,Tablets,73,22000,20.0,1284800.0,1095000,189800.0,Net Banking,Corporate Team,SP056,Amritsar,Punjab,North India,2023-09-05,None,None
S067511,ORD358959,C10157,P009,Fusion Earbuds,Accessories,25,3000,20.0,60000.0,37500,22500.0,Net Banking,Corporate Team,SP044,New Delhi,Delhi,North India,2023-09-05,None,None
S067512,ORD325571,C08685,P010,Fusion Charger,Accessories,1,1500,0.0,1500.0,500,1000.0,UPI,Mobile App,Online,Kolkata,West Bengal,East India,2023-09-05,None,None
S067513,ORD628728,C06673,P013,Fusion Mouse,Accessories,1,1200,0.0,1200.0,600,600.0,UPI,Website,Online,Vijayawada,Andhra Pradesh,South India,2023-09-05,None,None
S067514,ORD217136,C09652,P012,Fusion Keyboard,Accessories,1,2500,0.0,2500.0,1200,1300.0,Credit Card,Store,SP008,Margao,Goa,West India,2023-09-05,None,None
S067515,ORD708124,C09751,P007,FusionTab Mini,Tablets,1,22000,0.0,22000.0,15000,7000.0,Credit Card,Store,SP093,Kochi,Kerala,South India,2023-09-05,None,None
S067516,ORD864707,C05153,P012,Fusion Keyboard,Accessories,1,2500,0.0,2500.0,1200,1300.0,Credit Card,Mobile App,Online,Kozhikode,Kerala,South India,2023-09-05,None,None
S067517,ORD586113,C07622,P009,Fusion Earbuds,Accessories,1,3000,0.0,3000.0,1500,1500.0,UPI,Store,SP007,New Delhi,Delhi,North India,2023-09-05,None,None
S067518,ORD900213,C09789,P005,FusionPhone X,Smartphones,1,35000,0.0,35000.0,25000,10000.0,UPI,Website,Online,Gurugram,Haryana,North India,2023-09-05,Competitor Launch,Reduced smartphone demand due to competitor flagship launch
S067519,ORD521366,C07897,P005,FusionPhone X,Smartphones,1,35000,0.0,35000.0,25000,10000.0,UPI,Website,Online,Hyderabad,Telangana,South India,2023-09-05,Competitor Launch,Reduced smartphone demand due to competitor flagship launch
S067520,ORD972275,C03711,P015,FusionView 27,Monitors,1,18000,0.0,18000.0,12000,6000.0,Credit Card,Mobile App,Online,Thiruvananthapuram,Kerala,South India,2023-09-06,None,None
S067521,ORD226990,C08025,P008,FusionTab Pro,Tablets,1,50000,0.0,50000.0,35000,15000.0,UPI,Store,SP063,Chennai,Tamil Nadu,South India,2023-09-06,None,None
S067522,ORD836866,C10091,P010,Fusion Charger,Accessories,1,1500,0.0,1500.0,500,1000.0,Credit Card,Store,SP063,New Delhi,Delhi,North India,2023-09-06,None,None
S067523,ORD204192,C00993,P001,FusionBook Air,Laptops,39,60000,15.0,1989000.0,1755000,234000.0,Net Banking,Corporate Team,SP090,Guwahati,Assam,East India,2023-09-06,None,None
S067524,ORD997507,C03832,P002,FusionBook Pro,Laptops,1,95000,0.0,95000.0,70000,25000.0,UPI,Website,Online,New Delhi,Delhi,North India,2023-09-06,None,None
S067525,ORD824501,C04590,P003,FusionBook Ultra,Laptops,1,140000,0.0,140000.0,100000,40000.0,Debit Card,Store,SP005,Hyderabad,Telangana,South India,2023-09-06,None,None
S067526,ORD898964,C09847,P011,Fusion Case,Accessories,1,800,0.0,800.0,200,600.0,Credit Card,Mobile App,Online,Visakhapatnam,Andhra Pradesh,South India,2023-09-06,None,None
S067527,ORD103810,C05432,P003,FusionBook Ultra,Laptops,1,140000,0.0,140000.0,100000,40000.0,UPI,Mobile App,Online,Gwalior,Madhya Pradesh,Central India,2023-09-06,None,None
S067528,ORD721501,C02410,P012,Fusion Keyboard,Accessories,3,2500,0.0,7500.0,3600,3900.0,Credit Card,Website,Online,Indore,Madhya Pradesh,Central India,2023-09-06,None,None
S067529,ORD945840,C01969,P002,FusionBook Pro,Laptops,1,95000,0.0,95000.0,70000,25000.0,Credit Card,Store,SP040,Bhopal,Madhya Pradesh,Central India,2023-09-06,None,None
S067530,ORD648144,C01747,P005,FusionPhone X,Smartphones,1,35000,0.0,35000.0,25000,10000.0,UPI,Store,SP032,Jaipur,Rajasthan,West India,2023-09-06,Competitor Launch,Reduced smartphone demand due to competitor flagship launch
S067531,ORD540042,C07673,P009,Fusion Earbuds,Accessories,1,3000,0.0,3000.0,1500,1500.0,UPI,Store,SP037,Mumbai,Maharashtra,West India,2023-09-06,None,None
S067532,ORD652302,C05255,P010,Fusion Charger,Accessories,1,1500,0.0,1500.0,500,1000.0,Debit Card,Store,SP091,Ahmedabad,Gujarat,West India,2023-09-06,None,None
S067533,ORD466283,C08741,P015,FusionView 27,Monitors,1,18000,0.0,18000.0,12000,6000.0,Credit Card,Store,SP018,Gaya,Bihar,East India,2023-09-06,None,None
S067534,ORD240965,C09985,P005,FusionPhone X,Smartphones,24,35000,15.0,714000.0,600000,114000.0,Net Banking,Corporate Team,SP024,Gwalior,Madhya Pradesh,Central India,2023-09-06,Competitor Launch,Reduced smartphone demand due to competitor flagship launch
S067535,ORD913978,C04494,P001,FusionBook Air,Laptops,1,60000,0.0,60000.0,45000,15000.0,Debit Card,Website,Online,Dibrugarh,Assam,East India,2023-09-06,None,None
S067536,ORD309661,C14579,P010,Fusion Charger,Accessories,1,1500,0.0,1500.0,500,1000.0,UPI,Store,SP092,Chandigarh,Punjab,North India,2023-09-06,None,None
S067537,ORD929635,C08297,P015,FusionView 27,Monitors,41,18000,15.0,627300.0,492000,135300.0,Net Banking,Corporate Team,SP020,Margao,Goa,West India,2023-09-06,None,None
S067538,ORD594628,C03493,P013,Fusion Mouse,Accessories,1,1200,0.0,1200.0,600,600.0,UPI,Mobile App,Online,Jaipur,Rajasthan,West India,2023-09-06,None,None
S067539,ORD314424,C10398,P013,Fusion Mouse,Accessories,1,1200,0.0,1200.0,600,600.0,UPI,Store,SP054,New Delhi,Delhi,North India,2023-09-06,None,None
S067540,ORD850217,C14979,P010,Fusion Charger,Accessories,1,1500,0.0,1500.0,500,1000.0,UPI,Mobile App,Online,Bhilai,Chhattisgarh,Central India,2023-09-06,None,None
S067541,ORD691206,C00214,P012,Fusion Keyboard,Accessories,1,2500,0.0,2500.0,1200,1300.0,Debit Card,Website,Online,Panaji,Goa,West India,2023-09-06,None,None
S067542,ORD362042,C12118,P002,FusionBook Pro,Laptops,1,95000,0.0,95000.0,70000,25000.0,Credit Card,Mobile App,Online,Bengaluru,Karnataka,South India,2023-09-06,None,None
