inventory_id,product_id,warehouse,opening_stock,closing_stock,restock_quantity,inventory_date,event_type,event_description
INV001917,P007,Mumbai_WH,1123,2405,4875,2023-05-01,None,None
INV001918,P007,Bengaluru_WH,1734,2042,1978,2023-05-01,None,None
INV001919,P007,Kolkata_WH,2913,7540,9755,2023-05-01,None,None
INV001920,P007,Hyderabad_WH,2599,6874,7909,2023-05-01,None,None
INV001921,P008,Delhi_WH,398,2926,3117,2023-05-01,None,None
INV001922,P008,Mumbai_WH,2388,6070,5987,2023-05-01,None,None
INV001923,P008,Bengaluru_WH,2956,2861,3374,2023-05-01,None,None
INV001924,P008,Kolkata_WH,3984,3968,4513,2023-05-01,None,None
INV001925,P008,Hyderabad_WH,3465,2425,3856,2023-05-01,None,None
INV001926,P009,Delhi_WH,3561,1773,9454,2023-05-01,None,None
INV001927,P009,Mumbai_WH,1692,10633,9367,2023-05-01,None,None
INV001928,P009,Bengaluru_WH,3298,5940,2853,2023-05-01,None,None
INV001929,P009,Kolkata_WH,4181,3128,7144,2023-05-01,None,None
INV001930,P009,Hyderabad_WH,1730,3485,4882,2023-05-01,None,None
INV001931,P010,Delhi_WH,2753,10755,9645,2023-05-01,None,None
INV001932,P010,Mumbai_WH,4132,2029,7433,2023-05-01,None,None
INV001933,P010,Bengaluru_WH,146,994,1060,2023-05-01,None,None
INV001934,P010,Kolkata_WH,2585,4224,9115,2023-05-01,None,None
INV001935,P010,Hyderabad_WH,4244,7149,5499,2023-05-01,None,None
INV001936,P011,Delhi_WH,2636,7785,7478,2023-05-01,None,None
INV001937,P011,Mumbai_WH,900,346,5358,2023-05-01,None,None
INV001938,P011,Bengaluru_WH,4425,2400,6011,2023-05-01,None,None
INV001939,P011,Kolkata_WH,927,3689,6361,2023-05-01,None,None
INV001940,P011,Hyderabad_WH,4126,7374,9033,2023-05-01,None,None
INV001941,P012,Delhi_WH,3279,4736,8420,2023-05-01,None,None
INV001942,P012,Mumbai_WH,224,2477,6598,2023-05-01,None,None
INV001943,P012,Bengaluru_WH,1364,3732,8699,2023-05-01,None,None
INV001944,P012,Kolkata_WH,3879,8789,8155,2023-05-01,None,None
INV001945,P012,Hyderabad_WH,2834,3402,4739,2023-05-01,None,None
INV001946,P013,Delhi_WH,3273,3319,787,2023-05-01,None,None
INV001947,P013,Mumbai_WH,3134,6020,6849,2023-05-01,None,None
INV001948,P013,Bengaluru_WH,1642,1098,4179,2023-05-01,None,None
INV001949,P013,Kolkata_WH,3197,2032,6640,2023-05-01,None,None
INV001950,P013,Hyderabad_WH,4333,1193,5275,2023-05-01,None,None
INV001951,P014,Delhi_WH,3239,5361,5206,2023-05-01,None,None
INV001952,P014,Mumbai_WH,4456,8227,4974,2023-05-01,None,None
INV001953,P014,Bengaluru_WH,4256,1762,8198,2023-05-01,None,None
INV001954,P014,Kolkata_WH,4129,4004,1493,2023-05-01,None,None
INV001955,P014,Hyderabad_WH,4121,11513,8378,2023-05-01,None,None
INV001956,P015,Delhi_WH,3243,2116,1243,2023-05-01,None,None
INV001957,P015,Mumbai_WH,2993,5388,3157,2023-05-01,None,None
INV001958,P015,Bengaluru_WH,2905,4323,7284,2023-05-01,None,None
INV001959,P015,Kolkata_WH,2997,777,8964,2023-05-01,None,None
INV001960,P015,Hyderabad_WH,4756,5323,2270,2023-05-01,None,None
INV001961,P016,Delhi_WH,1575,2883,2036,2023-05-01,None,None
INV001962,P016,Mumbai_WH,551,685,4403,2023-05-01,None,None
INV001963,P016,Bengaluru_WH,1292,6472,8573,2023-05-01,None,None
INV001964,P016,Kolkata_WH,1343,2122,7185,2023-05-01,None,None
INV001965,P016,Hyderabad_WH,175,870,5490,2023-05-01,None,None
INV001966,P017,Delhi_WH,2636,330,9049,2023-05-01,None,None
INV001967,P017,Mumbai_WH,862,311,2861,2023-05-01,None,None
INV001968,P017,Bengaluru_WH,646,4583,5527,2023-05-01,None,None
INV001969,P017,Kolkata_WH,4895,11392,7581,2023-05-01,None,None
INV001970,P017,Hyderabad_WH,4969,4469,5436,2023-05-01,None,None
INV001971,P018,Delhi_WH,4412,2472,7566,2023-05-01,None,None
INV001972,P018,Mumbai_WH,632,262,3119,2023-05-01,None,None
INV001973,P018,Bengaluru_WH,1159,7693,6654,2023-05-01,None,None
INV001974,P018,Kolkata_WH,3888,9261,9589,2023-05-01,None,None
INV001975,P018,Hyderabad_WH,1510,1858,9520,2023-05-01,None,None
INV001976,P001,Delhi_WH,4649,4085,8261,2023-06-01,None,None
INV001977,P001,Mumbai_WH,663,4552,3912,2023-06-01,None,None
INV001978,P001,Bengaluru_WH,263,5523,5423,2023-06-01,None,None
INV001979,P001,Kolkata_WH,606,4540,5127,2023-06-01,None,None
INV001980,P001,Hyderabad_WH,4148,5438,1527,2023-06-01,None,None
INV001981,P002,Delhi_WH,2092,6489,7528,2023-06-01,None,None
INV001982,P002,Mumbai_WH,2955,3259,7046,2023-06-01,None,None
INV001983,P002,Bengaluru_WH,1820,1418,7301,2023-06-01,None,None
INV001984,P002,Kolkata_WH,1896,1154,6144,2023-06-01,None,None
INV001985,P002,Hyderabad_WH,1427,248,4547,2023-06-01,None,None
INV001986,P003,Delhi_WH,4790,5677,4510,2023-06-01,None,None
INV001987,P003,Mumbai_WH,297,3240,3210,2023-06-01,None,None
INV001988,P003,Bengaluru_WH,2904,3106,802,2023-06-01,None,None
INV001989,P003,Kolkata_WH,1158,9796,9601,2023-06-01,None,None
INV001990,P003,Hyderabad_WH,1713,4626,4585,2023-06-01,None,None
INV001991,P004,Delhi_WH,2693,10246,9422,2023-06-01,None,None
INV001992,P004,Mumbai_WH,3337,2500,5114,2023-06-01,None,None
INV001993,P004,Bengaluru_WH,4471,3315,1156,2023-06-01,None,None
INV001994,P004,Kolkata_WH,3725,974,9215,2023-06-01,None,None
INV001995,P004,Hyderabad_WH,2695,2084,1362,2023-06-01,None,None
INV001996,P005,Delhi_WH,3464,7794,6283,2023-06-01,None,None
INV001997,P005,Mumbai_WH,741,6054,7557,2023-06-01,None,None
INV001998,P005,Bengaluru_WH,1698,274,7354,2023-06-01,None,None
INV001999,P005,Kolkata_WH,677,5512,9738,2023-06-01,None,None
INV002000,P005,Hyderabad_WH,1631,3737,2478,2023-06-01,None,None
INV002001,P006,Delhi_WH,4321,4529,3655,2023-06-01,None,None
INV002002,P006,Mumbai_WH,4496,5989,2823,2023-06-01,None,None
INV002003,P006,Bengaluru_WH,1365,1652,729,2023-06-01,None,None
INV002004,P006,Kolkata_WH,3028,3866,9351,2023-06-01,None,None
INV002005,P006,Hyderabad_WH,2500,3477,5768,2023-06-01,None,None
INV002006,P007,Delhi_WH,4000,7181,8029,2023-06-01,None,None
INV002007,P007,Mumbai_WH,4141,1207,1025,2023-06-01,None,None
INV002008,P007,Bengaluru_WH,4309,3607,9325,2023-06-01,None,None
INV002009,P007,Kolkata_WH,2555,1524,2799,2023-06-01,None,None
INV002010,P007,Hyderabad_WH,2870,2734,2279,2023-06-01,None,None
INV002011,P008,Delhi_WH,3336,8448,8807,2023-06-01,None,None
INV002012,P008,Mumbai_WH,4136,1360,5318,2023-06-01,None,None
INV002013,P008,Bengaluru_WH,2034,1742,3168,2023-06-01,None,None
INV002014,P008,Kolkata_WH,701,4516,9560,2023-06-01,None,None
INV002015,P008,Hyderabad_WH,4883,9074,7074,2023-06-01,None,None
INV002016,P009,Delhi_WH,2693,5453,3289,2023-06-01,None,None
INV002017,P009,Mumbai_WH,509,8130,8531,2023-06-01,None,None
INV002018,P009,Bengaluru_WH,3591,1953,862,2023-06-01,None,None
INV002019,P009,Kolkata_WH,4960,1689,1561,2023-06-01,None,None
INV002020,P009,Hyderabad_WH,4318,1415,6773,2023-06-01,None,None
INV002021,P010,Delhi_WH,2939,6896,4109,2023-06-01,None,None
INV002022,P010,Mumbai_WH,2727,1286,3336,2023-06-01,None,None
INV002023,P010,Bengaluru_WH,243,9159,9748,2023-06-01,None,None
INV002024,P010,Kolkata_WH,2612,8051,6235,2023-06-01,None,None
INV002025,P010,Hyderabad_WH,3984,8614,9143,2023-06-01,None,None
INV002026,P011,Delhi_WH,1574,5134,4216,2023-06-01,None,None
INV002027,P011,Mumbai_WH,169,1098,4677,2023-06-01,None,None
INV002028,P011,Bengaluru_WH,3998,6079,6598,2023-06-01,None,None
INV002029,P011,Kolkata_WH,3333,628,3962,2023-06-01,None,None
INV002030,P011,Hyderabad_WH,154,4771,9284,2023-06-01,None,None
INV002031,P012,Delhi_WH,4715,1434,8633,2023-06-01,None,None
INV002032,P012,Mumbai_WH,1974,3188,1505,2023-06-01,None,None
INV002033,P012,Bengaluru_WH,2986,4217,4544,2023-06-01,None,None
INV002034,P012,Kolkata_WH,1908,363,3232,2023-06-01,None,None
INV002035,P012,Hyderabad_WH,429,2166,3884,2023-06-01,None,None
INV002036,P013,Delhi_WH,2781,4061,7440,2023-06-01,None,None
INV002037,P013,Mumbai_WH,2605,6056,3793,2023-06-01,None,None
INV002038,P013,Bengaluru_WH,202,981,941,2023-06-01,None,None
INV002039,P013,Kolkata_WH,654,2747,2687,2023-06-01,None,None
INV002040,P013,Hyderabad_WH,1977,9741,9706,2023-06-01,None,None
INV002041,P014,Delhi_WH,1298,6391,6098,2023-06-01,None,None
INV002042,P014,Mumbai_WH,3259,9822,8030,2023-06-01,None,None
INV002043,P014,Bengaluru_WH,2090,6586,9438,2023-06-01,None,None
INV002044,P014,Kolkata_WH,477,778,808,2023-06-01,None,None
INV002045,P014,Hyderabad_WH,4698,7771,8456,2023-06-01,None,None
INV002046,P015,Delhi_WH,1466,1777,3358,2023-06-01,None,None
INV002047,P015,Mumbai_WH,3461,3601,2183,2023-06-01,None,None
INV002048,P015,Bengaluru_WH,4798,5990,8153,2023-06-01,None,None
INV002049,P015,Kolkata_WH,2268,2396,3946,2023-06-01,None,None
INV002050,P015,Hyderabad_WH,341,427,641,2023-06-01,None,None
INV002051,P016,Delhi_WH,1623,2619,6709,2023-06-01,None,None
INV002052,P016,Mumbai_WH,491,2680,6742,2023-06-01,None,None
INV002053,P016,Bengaluru_WH,4430,13222,8844,2023-06-01,None,None
INV002054,P016,Kolkata_WH,4082,2601,4462,2023-06-01,None,None
INV002055,P016,Hyderabad_WH,819,1992,8392,2023-06-01,None,None
INV002056,P017,Delhi_WH,567,8962,9195,2023-06-01,None,None
INV002057,P017,Mumbai_WH,3382,10063,7435,2023-06-01,None,None
INV002058,P017,Bengaluru_WH,4881,1019,9386,2023-06-01,None,None
INV002059,P017,Kolkata_WH,4608,4989,6082,2023-06-01,None,None
INV002060,P017,Hyderabad_WH,4352,8121,4834,2023-06-01,None,None
INV002061,P018,Delhi_WH,2597,2378,8371,2023-06-01,None,None
INV002062,P018,Mumbai_WH,1384,5311,8396,2023-06-01,None,None
INV002063,P018,Bengaluru_WH,3377,5759,8728,2023-06-01,None,None
INV002064,P018,Kolkata_WH,3316,9297,7370,2023-06-01,None,None
INV002065,P018,Hyderabad_WH,581,1598,4690,2023-06-01,None,None
INV002066,P001,Delhi_WH,4165,4452,2936,2023-07-01,None,None
INV002067,P001,Mumbai_WH,1894,3177,6809,2023-07-01,None,None
INV002068,P001,Bengaluru_WH,2112,2856,6560,2023-07-01,None,None
INV002069,P001,Kolkata_WH,3470,8771,7173,2023-07-01,None,None
INV002070,P001,Hyderabad_WH,3271,6767,4395,2023-07-01,None,None
INV002071,P002,Delhi_WH,4625,3638,1696,2023-07-01,None,None
INV002072,P002,Mumbai_WH,4833,5848,5529,2023-07-01,None,None
INV002073,P002,Bengaluru_WH,3753,74,2633,2023-07-01,None,None
INV002074,P002,Kolkata_WH,754,525,2253,2023-07-01,None,None
INV002075,P002,Hyderabad_WH,370,2714,3611,2023-07-01,None,None
INV002076,P003,Delhi_WH,721,1373,4637,2023-07-01,None,None
INV002077,P003,Mumbai_WH,3571,7571,6403,2023-07-01,None,None
INV002078,P003,Bengaluru_WH,874,3047,2301,2023-07-01,None,None
INV002079,P003,Kolkata_WH,4101,5176,5508,2023-07-01,None,None
INV002080,P003,Hyderabad_WH,3212,4243,3693,2023-07-01,None,None
INV002081,P004,Delhi_WH,187,61,3571,2023-07-01,None,None
INV002082,P004,Mumbai_WH,1725,7922,7643,2023-07-01,None,None
INV002083,P004,Bengaluru_WH,1000,368,561,2023-07-01,None,None
INV002084,P004,Kolkata_WH,353,4298,4133,2023-07-01,None,None
INV002085,P004,Hyderabad_WH,4416,8934,7465,2023-07-01,None,None
INV002086,P005,Delhi_WH,2226,5935,9379,2023-07-01,None,None
INV002087,P005,Mumbai_WH,1500,1700,1969,2023-07-01,None,None
INV002088,P005,Bengaluru_WH,1601,8361,9538,2023-07-01,None,None
INV002089,P005,Kolkata_WH,4202,4483,5056,2023-07-01,None,None
INV002090,P005,Hyderabad_WH,4971,5150,1792,2023-07-01,None,None
INV002091,P006,Delhi_WH,1496,5189,7673,2023-07-01,None,None
INV002092,P006,Mumbai_WH,4981,248,7545,2023-07-01,None,None
INV002093,P006,Bengaluru_WH,3558,3734,1316,2023-07-01,None,None
INV002094,P006,Kolkata_WH,3410,9546,6632,2023-07-01,None,None
INV002095,P006,Hyderabad_WH,1836,1938,1228,2023-07-01,None,None
INV002096,P007,Delhi_WH,1285,5276,8817,2023-07-01,None,None
INV002097,P007,Mumbai_WH,1959,7050,8996,2023-07-01,None,None
INV002098,P007,Bengaluru_WH,4708,3835,2669,2023-07-01,None,None
INV002099,P007,Kolkata_WH,1245,7173,9133,2023-07-01,None,None
INV002100,P007,Hyderabad_WH,3626,5124,2434,2023-07-01,None,None
INV002101,P008,Delhi_WH,2968,3249,3430,2023-07-01,None,None
INV002102,P008,Mumbai_WH,255,3317,7399,2023-07-01,None,None
INV002103,P008,Bengaluru_WH,2982,812,2300,2023-07-01,None,None
INV002104,P008,Kolkata_WH,4933,5141,9228,2023-07-01,None,None
INV002105,P008,Hyderabad_WH,1530,1679,7518,2023-07-01,None,None
INV002106,P009,Delhi_WH,343,1623,7379,2023-07-01,None,None
INV002107,P009,Mumbai_WH,303,6993,8136,2023-07-01,None,None
INV002108,P009,Bengaluru_WH,3036,70,5195,2023-07-01,None,None
INV002109,P009,Kolkata_WH,4061,9546,5592,2023-07-01,None,None
INV002110,P009,Hyderabad_WH,1956,1588,2817,2023-07-01,None,None
INV002111,P010,Delhi_WH,1548,6163,5431,2023-07-01,None,None
INV002112,P010,Mumbai_WH,1286,1239,4969,2023-07-01,None,None
INV002113,P010,Bengaluru_WH,1743,18,7483,2023-07-01,None,None
INV002114,P010,Kolkata_WH,1975,2965,8868,2023-07-01,None,None
INV002115,P010,Hyderabad_WH,562,2209,2255,2023-07-01,None,None
INV002116,P011,Delhi_WH,3243,301,5980,2023-07-01,None,None
INV002117,P011,Mumbai_WH,4565,1305,1580,2023-07-01,None,None
INV002118,P011,Bengaluru_WH,1245,4978,6709,2023-07-01,None,None
INV002119,P011,Kolkata_WH,4292,100,2742,2023-07-01,None,None
INV002120,P011,Hyderabad_WH,4918,362,1018,2023-07-01,None,None
INV002121,P012,Delhi_WH,1272,2351,4019,2023-07-01,None,None
INV002122,P012,Mumbai_WH,4503,5945,2058,2023-07-01,None,None
INV002123,P012,Bengaluru_WH,1053,5974,5375,2023-07-01,None,None
INV002124,P012,Kolkata_WH,955,2312,3672,2023-07-01,None,None
INV002125,P012,Hyderabad_WH,1746,1052,2381,2023-07-01,None,None
INV002126,P013,Delhi_WH,4069,3786,6216,2023-07-01,None,None
INV002127,P013,Mumbai_WH,1683,11061,9870,2023-07-01,None,None
INV002128,P013,Bengaluru_WH,4303,1767,4091,2023-07-01,None,None
INV002129,P013,Kolkata_WH,551,1504,7118,2023-07-01,None,None
INV002130,P013,Hyderabad_WH,2348,3384,4098,2023-07-01,None,None
INV002131,P014,Delhi_WH,160,1662,3216,2023-07-01,None,None
INV002132,P014,Mumbai_WH,2496,1833,9627,2023-07-01,None,None
INV002133,P014,Bengaluru_WH,4857,6652,7843,2023-07-01,None,None
INV002134,P014,Kolkata_WH,1768,316,2257,2023-07-01,None,None
INV002135,P014,Hyderabad_WH,3049,3288,908,2023-07-01,None,None
INV002136,P015,Delhi_WH,3553,2890,4480,2023-07-01,None,None
INV002137,P015,Mumbai_WH,1139,1083,785,2023-07-01,None,None
INV002138,P015,Bengaluru_WH,4260,4994,2240,2023-07-01,None,None
INV002139,P015,Kolkata_WH,4588,4614,1584,2023-07-01,None,None
INV002140,P015,Hyderabad_WH,561,2170,8098,2023-07-01,None,None
INV002141,P016,Delhi_WH,4320,2624,4675,2023-07-01,None,None
INV002142,P016,Mumbai_WH,1385,2222,5263,2023-07-01,None,None
INV002143,P016,Bengaluru_WH,3412,7870,6075,2023-07-01,None,None
INV002144,P016,Kolkata_WH,4716,7354,4323,2023-07-01,None,None
INV002145,P016,Hyderabad_WH,855,2521,2749,2023-07-01,None,None
INV002146,P017,Delhi_WH,1963,4170,7975,2023-07-01,None,None
INV002147,P017,Mumbai_WH,4555,5610,2071,2023-07-01,None,None
INV002148,P017,Bengaluru_WH,4983,1572,841,2023-07-01,None,None
INV002149,P017,Kolkata_WH,2226,1457,811,2023-07-01,None,None
INV002150,P017,Hyderabad_WH,290,5514,6068,2023-07-01,None,None
INV002151,P018,Delhi_WH,3732,3565,4830,2023-07-01,None,None
INV002152,P018,Mumbai_WH,2505,3660,2417,2023-07-01,None,None
INV002153,P018,Bengaluru_WH,4808,269,7969,2023-07-01,None,None
INV002154,P018,Kolkata_WH,3599,2182,791,2023-07-01,None,None
INV002155,P018,Hyderabad_WH,509,4831,5690,2023-07-01,None,None
INV002156,P001,Delhi_WH,1884,6126,4315,2023-08-01,None,None
INV002157,P001,Mumbai_WH,2809,3072,6322,2023-08-01,None,None
INV002158,P001,Bengaluru_WH,2086,1771,4061,2023-08-01,None,None
INV002159,P001,Kolkata_WH,4968,6220,3733,2023-08-01,None,None
INV002160,P001,Hyderabad_WH,1715,3871,3379,2023-08-01,None,None
INV002161,P002,Delhi_WH,2109,2116,5330,2023-08-01,None,None
INV002162,P002,Mumbai_WH,4310,914,2362,2023-08-01,None,None
INV002163,P002,Bengaluru_WH,1908,10,2505,2023-08-01,None,None
INV002164,P002,Kolkata_WH,4564,6011,8249,2023-08-01,None,None
INV002165,P002,Hyderabad_WH,4311,8777,5157,2023-08-01,None,None
INV002166,P003,Delhi_WH,2751,2327,1022,2023-08-01,None,None
INV002167,P003,Mumbai_WH,4778,5760,5473,2023-08-01,None,None
INV002168,P003,Bengaluru_WH,2338,5616,6680,2023-08-01,None,None
INV002169,P003,Kolkata_WH,3931,3007,1242,2023-08-01,None,None
INV002170,P003,Hyderabad_WH,2065,1518,1090,2023-08-01,None,None
INV002171,P004,Delhi_WH,836,1120,6133,2023-08-01,None,None
INV002172,P004,Mumbai_WH,254,2698,7083,2023-08-01,None,None
INV002173,P004,Bengaluru_WH,2430,1145,6253,2023-08-01,None,None
INV002174,P004,Kolkata_WH,2133,5345,3726,2023-08-01,None,None
INV002175,P004,Hyderabad_WH,4656,5633,5028,2023-08-01,None,None
INV002176,P005,Delhi_WH,278,2436,9100,2023-08-01,None,None
INV002177,P005,Mumbai_WH,2664,5966,3632,2023-08-01,None,None
INV002178,P005,Bengaluru_WH,3669,6679,8308,2023-08-01,None,None
INV002179,P005,Kolkata_WH,3551,6365,3525,2023-08-01,None,None
INV002180,P005,Hyderabad_WH,867,1496,1331,2023-08-01,None,None
INV002181,P006,Delhi_WH,4405,1567,3013,2023-08-01,None,None
INV002182,P006,Mumbai_WH,2876,1576,3911,2023-08-01,None,None
INV002183,P006,Bengaluru_WH,1860,630,6896,2023-08-01,None,None
INV002184,P006,Kolkata_WH,2771,507,4570,2023-08-01,None,None
INV002185,P006,Hyderabad_WH,1105,1955,1490,2023-08-01,None,None
INV002186,P007,Delhi_WH,2528,2730,1060,2023-08-01,None,None
INV002187,P007,Mumbai_WH,2939,2638,824,2023-08-01,None,None
INV002188,P007,Bengaluru_WH,1094,6301,7907,2023-08-01,None,None
INV002189,P007,Kolkata_WH,3057,6817,3967,2023-08-01,None,None
INV002190,P007,Hyderabad_WH,2804,5374,4139,2023-08-01,None,None
INV002191,P008,Delhi_WH,2448,3826,9793,2023-08-01,None,None
INV002192,P008,Mumbai_WH,4269,4559,5720,2023-08-01,None,None
INV002193,P008,Bengaluru_WH,3276,8581,9180,2023-08-01,None,None
INV002194,P008,Kolkata_WH,2118,4428,6712,2023-08-01,None,None
INV002195,P008,Hyderabad_WH,4144,9558,7372,2023-08-01,None,None
INV002196,P009,Delhi_WH,1730,3927,9266,2023-08-01,None,None
INV002197,P009,Mumbai_WH,1272,1015,1663,2023-08-01,None,None
INV002198,P009,Bengaluru_WH,3894,3802,7644,2023-08-01,None,None
INV002199,P009,Kolkata_WH,3759,12403,9826,2023-08-01,None,None
INV002200,P009,Hyderabad_WH,387,1528,8446,2023-08-01,None,None
INV002201,P010,Delhi_WH,1624,2807,7910,2023-08-01,None,None
INV002202,P010,Mumbai_WH,4332,1275,5165,2023-08-01,None,None
INV002203,P010,Bengaluru_WH,2650,4380,2928,2023-08-01,None,None
INV002204,P010,Kolkata_WH,4215,346,7192,2023-08-01,None,None
INV002205,P010,Hyderabad_WH,2868,1171,6243,2023-08-01,None,None
INV002206,P011,Delhi_WH,1194,4137,8753,2023-08-01,None,None
INV002207,P011,Mumbai_WH,1108,2283,6558,2023-08-01,None,None
INV002208,P011,Bengaluru_WH,2964,1540,9768,2023-08-01,None,None
INV002209,P011,Kolkata_WH,4422,4849,2891,2023-08-01,None,None
INV002210,P011,Hyderabad_WH,2493,2209,3668,2023-08-01,None,None
INV002211,P012,Delhi_WH,2071,6191,8984,2023-08-01,None,None
INV002212,P012,Mumbai_WH,1438,3101,2016,2023-08-01,None,None
INV002213,P012,Bengaluru_WH,4179,5383,2412,2023-08-01,None,None
INV002214,P012,Kolkata_WH,4369,4389,4558,2023-08-01,None,None
INV002215,P012,Hyderabad_WH,2438,4476,4157,2023-08-01,None,None
INV002216,P013,Delhi_WH,2454,6688,7756,2023-08-01,None,None
INV002217,P013,Mumbai_WH,1637,4315,8568,2023-08-01,None,None
INV002218,P013,Bengaluru_WH,931,4843,7141,2023-08-01,None,None
INV002219,P013,Kolkata_WH,437,3040,3540,2023-08-01,None,None
INV002220,P013,Hyderabad_WH,4980,2167,6826,2023-08-01,None,None
INV002221,P014,Delhi_WH,4514,7942,6325,2023-08-01,None,None
INV002222,P014,Mumbai_WH,201,6936,7551,2023-08-01,None,None
INV002223,P014,Bengaluru_WH,2441,1973,9533,2023-08-01,None,None
INV002224,P014,Kolkata_WH,4530,3227,2500,2023-08-01,None,None
INV002225,P014,Hyderabad_WH,2426,3560,7573,2023-08-01,None,None
INV002226,P015,Delhi_WH,1377,4876,4391,2023-08-01,None,None
INV002227,P015,Mumbai_WH,4853,3516,5473,2023-08-01,None,None
INV002228,P015,Bengaluru_WH,403,416,1789,2023-08-01,None,None
INV002229,P015,Kolkata_WH,3647,5069,5986,2023-08-01,None,None
INV002230,P015,Hyderabad_WH,3342,7703,7073,2023-08-01,None,None
INV002231,P016,Delhi_WH,3481,3681,3349,2023-08-01,None,None
INV002232,P016,Mumbai_WH,1685,1417,5662,2023-08-01,None,None
INV002233,P016,Bengaluru_WH,4637,5123,720,2023-08-01,None,None
INV002234,P016,Kolkata_WH,2249,6486,6131,2023-08-01,None,None
INV002235,P016,Hyderabad_WH,4738,3060,6414,2023-08-01,None,None
INV002236,P017,Delhi_WH,576,2505,7469,2023-08-01,None,None
INV002237,P017,Mumbai_WH,4928,9077,8872,2023-08-01,None,None
INV002238,P017,Bengaluru_WH,3104,5418,2339,2023-08-01,None,None
INV002239,P017,Kolkata_WH,3067,3211,1723,2023-08-01,None,None
INV002240,P017,Hyderabad_WH,4671,4796,5855,2023-08-01,None,None
INV002241,P018,Delhi_WH,3402,698,669,2023-08-01,None,None
INV002242,P018,Mumbai_WH,1051,7002,7328,2023-08-01,None,None
INV002243,P018,Bengaluru_WH,2895,4996,9462,2023-08-01,None,None
INV002244,P018,Kolkata_WH,2661,2105,820,2023-08-01,None,None
INV002245,P018,Hyderabad_WH,3547,456,1150,2023-08-01,None,None
INV002246,P001,Delhi_WH,1436,3247,8474,2023-09-01,None,None
INV002247,P001,Mumbai_WH,4813,6251,2019,2023-09-01,None,None
INV002248,P001,Bengaluru_WH,1383,729,4369,2023-09-01,None,None
INV002249,P001,Kolkata_WH,4328,8323,6414,2023-09-01,None,None
INV002250,P001,Hyderabad_WH,3126,8922,6753,2023-09-01,None,None
INV002251,P002,Delhi_WH,1762,2138,1341,2023-09-01,None,None
INV002252,P002,Mumbai_WH,3936,1615,4654,2023-09-01,None,None
INV002253,P002,Bengaluru_WH,4504,4471,5599,2023-09-01,None,None
INV002254,P002,Kolkata_WH,2232,4777,5271,2023-09-01,None,None
INV002255,P002,Hyderabad_WH,791,2003,8809,2023-09-01,None,None
INV002256,P003,Delhi_WH,1561,1541,4851,2023-09-01,None,None
INV002257,P003,Mumbai_WH,3835,6677,4310,2023-09-01,None,None
INV002258,P003,Bengaluru_WH,265,363,2888,2023-09-01,None,None
INV002259,P003,Kolkata_WH,3861,6533,6014,2023-09-01,None,None
INV002260,P003,Hyderabad_WH,3136,7381,6934,2023-09-01,None,None
INV002261,P004,Delhi_WH,4125,8047,4615,2023-09-01,None,None
INV002262,P004,Mumbai_WH,3953,2701,3676,2023-09-01,None,None
INV002263,P004,Bengaluru_WH,1658,5331,4980,2023-09-01,None,None
INV002264,P004,Kolkata_WH,521,1199,6372,2023-09-01,None,None
INV002265,P004,Hyderabad_WH,4915,5711,4464,2023-09-01,None,None
INV002266,P005,Delhi_WH,2471,5594,4890,2023-09-01,None,None
INV002267,P005,Mumbai_WH,3879,6563,7602,2023-09-01,None,None
INV002268,P005,Bengaluru_WH,3949,3870,4508,2023-09-01,None,None
INV002269,P005,Kolkata_WH,4334,3530,2843,2023-09-01,None,None
INV002270,P005,Hyderabad_WH,4968,1599,4918,2023-09-01,None,None
INV002271,P006,Delhi_WH,3748,4446,902,2023-09-01,None,None
INV002272,P006,Mumbai_WH,1078,2845,2499,2023-09-01,None,None
INV002273,P006,Bengaluru_WH,444,761,4980,2023-09-01,None,None
INV002274,P006,Kolkata_WH,3567,486,7890,2023-09-01,None,None
INV002275,P006,Hyderabad_WH,3521,4140,748,2023-09-01,None,None
INV002276,P007,Delhi_WH,1392,5103,5481,2023-09-01,None,None
INV002277,P007,Mumbai_WH,3901,5421,6764,2023-09-01,None,None
INV002278,P007,Bengaluru_WH,2145,8257,7490,2023-09-01,None,None
INV002279,P007,Kolkata_WH,4477,703,5049,2023-09-01,None,None
INV002280,P007,Hyderabad_WH,3675,4812,6959,2023-09-01,None,None
INV002281,P008,Delhi_WH,4725,9039,9523,2023-09-01,None,None
INV002282,P008,Mumbai_WH,1589,6625,6459,2023-09-01,None,None
INV002283,P008,Bengaluru_WH,890,1589,1522,2023-09-01,None,None
INV002284,P008,Kolkata_WH,2297,2516,4008,2023-09-01,None,None
INV002285,P008,Hyderabad_WH,2725,195,3547,2023-09-01,None,None
INV002286,P009,Delhi_WH,4999,3809,4764,2023-09-01,None,None
INV002287,P009,Mumbai_WH,3035,3040,2524,2023-09-01,None,None
INV002288,P009,Bengaluru_WH,853,300,1282,2023-09-01,None,None
INV002289,P009,Kolkata_WH,1219,5598,4964,2023-09-01,None,None
INV002290,P009,Hyderabad_WH,4214,5331,4966,2023-09-01,None,None
INV002291,P010,Delhi_WH,4315,302,5135,2023-09-01,None,None
INV002292,P010,Mumbai_WH,2025,2982,3746,2023-09-01,None,None
INV002293,P010,Bengaluru_WH,363,2118,4663,2023-09-01,None,None
INV002294,P010,Kolkata_WH,3265,6654,5133,2023-09-01,None,None
