order_date,product_name,category,region,quantity,month,day,dayofweek,quarter,prev_demand,Predicted_Demand
2022-02-28,Fusion Earbuds,Accessories,South India,3,2,28,0,1,31.0,10.076975
2022-04-16,Fusion Earbuds,Accessories,South India,1,4,16,5,2,19.0,18.965876
2022-07-17,Fusion Earbuds,Accessories,South India,1,7,17,6,3,2.0,7.4867516
2022-09-18,Fusion Earbuds,Accessories,South India,14,9,18,6,3,4.0,8.05461
2022-10-22,Fusion Earbuds,Accessories,South India,13,10,22,5,4,5.0,6.394542
2022-12-09,Fusion Earbuds,Accessories,South India,1,12,9,4,4,2.0,27.689556
2023-03-08,Fusion Earbuds,Accessories,South India,6,3,8,2,1,2.0,12.264711
2023-04-24,Fusion Earbuds,Accessories,South India,20,4,24,0,2,3.0,7.770243
2023-08-14,Fusion Earbuds,Accessories,South India,2,8,14,0,3,3.0,8.095934
2023-11-17,Fusion Earbuds,Accessories,South India,1,11,17,4,4,2.0,13.4317875
2024-03-15,Fusion Earbuds,Accessories,South India,34,3,15,4,1,1.0,11.30178
2024-07-20,Fusion Earbuds,Accessories,South India,5,7,20,5,3,2.0,15.382219
2024-10-16,Fusion Earbuds,Accessories,South India,2,10,16,2,4,2.0,8.436053
2021-01-26,Fusion Earbuds,Accessories,West India,46,1,26,1,1,2.0,6.37484
2021-04-02,Fusion Earbuds,Accessories,West India,63,4,2,4,2,3.0,7.6341586
2021-06-27,Fusion Earbuds,Accessories,West India,97,6,27,6,2,2.0,7.634956
2021-11-23,Fusion Earbuds,Accessories,West India,4,11,23,1,4,4.0,9.84996
2022-01-11,Fusion Earbuds,Accessories,West India,1,1,11,1,1,1.0,8.164213
2022-02-25,Fusion Earbuds,Accessories,West India,2,2,25,4,1,3.0,12.5996895
2022-04-28,Fusion Earbuds,Accessories,West India,2,4,28,3,2,1.0,6.5388713
2022-09-17,Fusion Earbuds,Accessories,West India,1,9,17,5,3,1.0,10.107361
2022-12-01,Fusion Earbuds,Accessories,West India,3,12,1,3,4,38.0,12.049944
2023-06-13,Fusion Earbuds,Accessories,West India,1,6,13,1,2,28.0,10.446297
2023-10-31,Fusion Earbuds,Accessories,West India,1,10,31,1,4,2.0,9.7816515
2023-12-18,Fusion Earbuds,Accessories,West India,1,12,18,0,4,1.0,9.603166
2024-02-05,Fusion Earbuds,Accessories,West India,1,2,5,0,1,21.0,8.345518
2024-03-13,Fusion Earbuds,Accessories,West India,20,3,13,2,1,1.0,8.345518
2021-12-23,Fusion Keyboard,Accessories,Central India,1,12,23,3,4,2.0,9.283658
2022-10-17,Fusion Keyboard,Accessories,Central India,37,10,17,0,4,1.0,7.3796434
2023-02-22,Fusion Keyboard,Accessories,Central India,1,2,22,2,1,43.0,7.7825847
2021-05-24,Fusion Keyboard,Accessories,East India,1,5,24,0,2,1.0,8.458846
2021-08-26,Fusion Keyboard,Accessories,East India,1,8,26,3,3,2.0,10.893616
2022-02-20,Fusion Keyboard,Accessories,East India,32,2,20,6,1,2.0,3.5813348
2023-10-03,Fusion Keyboard,Accessories,East India,2,10,3,1,4,4.0,7.7576056
2024-03-28,Fusion Keyboard,Accessories,East India,1,3,28,3,1,1.0,8.649825
2021-10-16,Fusion Keyboard,Accessories,North India,2,10,16,5,4,1.0,7.4365506
2022-01-16,Fusion Keyboard,Accessories,North India,6,1,16,6,1,3.0,7.6936965
2022-02-27,Fusion Keyboard,Accessories,North India,3,2,27,6,1,3.0,7.6936965
2022-04-24,Fusion Keyboard,Accessories,North India,1,4,24,6,2,1.0,12.627719
2022-12-06,Fusion Keyboard,Accessories,North India,3,12,6,1,4,1.0,6.44004
2023-03-30,Fusion Keyboard,Accessories,North India,2,3,30,3,1,2.0,9.406655
2023-06-23,Fusion Keyboard,Accessories,North India,1,6,23,4,2,1.0,9.228025
2023-08-24,Fusion Keyboard,Accessories,North India,20,8,24,3,3,1.0,9.4255295
2023-12-05,Fusion Keyboard,Accessories,North India,1,12,5,1,4,2.0,8.803443
2024-05-24,Fusion Keyboard,Accessories,North India,1,5,24,4,2,2.0,12.518289
2021-05-28,Fusion Keyboard,Accessories,South India,98,5,28,4,2,4.0,10.641587
2021-07-27,Fusion Keyboard,Accessories,South India,2,7,27,1,3,3.0,7.9366693
2022-05-08,Fusion Keyboard,Accessories,South India,7,5,8,6,2,30.0,6.729723
2022-11-06,Fusion Keyboard,Accessories,South India,2,11,6,6,4,1.0,8.080771
2022-12-17,Fusion Keyboard,Accessories,South India,8,12,17,5,4,3.0,11.296092
2023-02-26,Fusion Keyboard,Accessories,South India,1,2,26,6,1,2.0,8.469393
2023-08-27,Fusion Keyboard,Accessories,South India,1,8,27,6,3,2.0,8.974699
2023-10-03,Fusion Keyboard,Accessories,South India,3,10,3,1,4,6.0,11.478106
2023-11-13,Fusion Keyboard,Accessories,South India,10,11,13,0,4,65.0,14.977228
2023-12-09,Fusion Keyboard,Accessories,South India,1,12,9,5,4,3.0,8.272074
2024-01-31,Fusion Keyboard,Accessories,South India,2,1,31,2,1,2.0,5.7859178
2024-05-05,Fusion Keyboard,Accessories,South India,3,5,5,6,2,1.0,7.9407215
2024-06-28,Fusion Keyboard,Accessories,South India,2,6,28,4,2,63.0,7.9834714
2024-08-17,Fusion Keyboard,Accessories,South India,4,8,17,5,3,1.0,8.249197
2024-11-13,Fusion Keyboard,Accessories,South India,2,11,13,2,4,2.0,5.6823454
2024-12-25,Fusion Keyboard,Accessories,South India,2,12,25,2,4,1.0,6.8385262
2021-06-30,Fusion Keyboard,Accessories,West India,2,6,30,2,2,4.0,7.235609
2022-02-13,Fusion Keyboard,Accessories,West India,6,2,13,6,1,2.0,5.0879416
2022-04-20,Fusion Keyboard,Accessories,West India,2,4,20,2,2,1.0,5.5939636
2022-06-26,Fusion Keyboard,Accessories,West India,39,6,26,6,2,4.0,9.570064
2022-09-23,Fusion Keyboard,Accessories,West India,1,9,23,4,3,2.0,7.681596
2022-11-06,Fusion Keyboard,Accessories,West India,2,11,6,6,4,49.0,6.840068
2023-06-04,Fusion Keyboard,Accessories,West India,46,6,4,6,2,1.0,6.1133165
2023-08-11,Fusion Keyboard,Accessories,West India,3,8,11,4,3,3.0,8.737429
2023-10-22,Fusion Keyboard,Accessories,West India,3,10,22,6,4,2.0,7.0906606
2024-01-10,Fusion Keyboard,Accessories,West India,1,1,10,2,1,2.0,7.942006
2024-04-30,Fusion Keyboard,Accessories,West India,4,4,30,1,2,2.0,4.795903
2024-06-24,Fusion Keyboard,Accessories,West India,1,6,24,0,2,3.0,8.274688
2024-08-20,Fusion Keyboard,Accessories,West India,1,8,20,1,3,1.0,7.899934
2024-10-20,Fusion Keyboard,Accessories,West India,5,10,20,6,4,4.0,6.7325115
2024-12-21,Fusion Keyboard,Accessories,West India,33,12,21,5,4,1.0,8.865103
2021-09-14,Fusion Mouse,Accessories,Central India,1,9,14,1,3,1.0,6.6997213
2021-12-11,Fusion Mouse,Accessories,Central India,1,12,11,5,4,1.0,5.833181
2022-12-05,Fusion Mouse,Accessories,Central India,1,12,5,0,4,1.0,5.274144
2023-09-03,Fusion Mouse,Accessories,Central India,1,9,3,6,3,1.0,5.6030774
2024-08-27,Fusion Mouse,Accessories,Central India,1,8,27,1,3,1.0,6.9630375
2021-08-04,Fusion Mouse,Accessories,East India,1,8,4,2,3,1.0,12.149779
2021-10-24,Fusion Mouse,Accessories,East India,1,10,24,6,4,28.0,10.275672
2022-01-13,Fusion Mouse,Accessories,East India,145,1,13,3,1,1.0,6.034617
2022-05-02,Fusion Mouse,Accessories,East India,4,5,2,0,2,1.0,5.8945575
2022-09-13,Fusion Mouse,Accessories,East India,43,9,13,1,3,3.0,8.7256
2022-11-18,Fusion Mouse,Accessories,East India,1,11,18,4,4,4.0,6.6220293
2023-03-14,Fusion Mouse,Accessories,East India,1,3,14,1,1,3.0,8.245466
2023-07-01,Fusion Mouse,Accessories,East India,2,7,1,5,3,1.0,6.305515
2023-10-02,Fusion Mouse,Accessories,East India,2,10,2,0,4,22.0,5.7439613
2023-12-04,Fusion Mouse,Accessories,East India,1,12,4,0,4,1.0,6.001106
2024-05-07,Fusion Mouse,Accessories,East India,2,5,7,1,2,1.0,7.168814
2024-09-30,Fusion Mouse,Accessories,East India,1,9,30,0,3,1.0,6.8723946
2021-06-04,Fusion Mouse,Accessories,North India,1,6,4,4,2,2.0,6.8162003
2021-07-12,Fusion Mouse,Accessories,North India,1,7,12,0,3,1.0,7.667677
2021-10-01,Fusion Mouse,Accessories,North India,4,10,1,4,4,1.0,7.0568166
2021-11-16,Fusion Mouse,Accessories,North India,3,11,16,1,4,62.0,7.937647
2022-01-05,Fusion Mouse,Accessories,North India,13,1,5,2,1,5.0,16.230015
2022-02-27,Fusion Mouse,Accessories,North India,7,2,27,6,1,2.0,6.599558
2022-08-28,Fusion Mouse,Accessories,North India,64,8,28,6,3,2.0,5.2906775
2022-12-05,Fusion Mouse,Accessories,North India,2,12,5,0,4,42.0,6.1804504
2023-12-20,Fusion Mouse,Accessories,North India,11,12,20,2,4,75.0,9.831949
2024-05-24,Fusion Mouse,Accessories,North India,3,5,24,4,2,1.0,6.5027328
2021-07-21,Fusion Mouse,Accessories,South India,3,7,21,2,3,3.0,6.0681105
2021-10-07,Fusion Mouse,Accessories,South India,5,10,7,3,4,42.0,6.7306695
2021-12-13,Fusion Mouse,Accessories,South India,3,12,13,0,4,5.0,5.8777623
2022-05-11,Fusion Mouse,Accessories,South India,1,5,11,2,2,29.0,5.7961783
2022-08-04,Fusion Mouse,Accessories,South India,1,8,4,3,3,5.0,9.710165
2023-02-18,Fusion Mouse,Accessories,South India,4,2,18,5,1,185.0,5.5782003
2023-07-07,Fusion Mouse,Accessories,South India,3,7,7,4,3,2.0,6.8393574
2023-09-02,Fusion Mouse,Accessories,South India,1,9,2,5,3,3.0,7.8635545
2023-10-13,Fusion Mouse,Accessories,South India,4,10,13,4,4,5.0,6.0471406
2023-11-23,Fusion Mouse,Accessories,South India,2,11,23,3,4,39.0,6.1775036
2024-01-01,Fusion Mouse,Accessories,South India,1,1,1,0,1,2.0,9.281764
2021-04-30,Fusion Mouse,Accessories,West India,2,4,30,4,2,1.0,7.4339695
2021-06-11,Fusion Mouse,Accessories,West India,1,6,11,4,2,1.0,7.4711065
2021-07-19,Fusion Mouse,Accessories,West India,2,7,19,0,3,1.0,6.8450947
2021-09-15,Fusion Mouse,Accessories,West India,1,9,15,2,3,2.0,6.959318
2022-01-22,Fusion Mouse,Accessories,West India,8,1,22,5,1,5.0,7.21138
2022-03-28,Fusion Mouse,Accessories,West India,8,3,28,0,1,1.0,10.86526
2022-06-25,Fusion Mouse,Accessories,West India,3,6,25,5,2,1.0,10.17796
2022-12-13,Fusion Mouse,Accessories,West India,2,12,13,1,4,1.0,7.274198
2023-02-03,Fusion Mouse,Accessories,West India,1,2,3,4,1,3.0,7.348452
2023-04-22,Fusion Mouse,Accessories,West India,5,4,22,5,2,1.0,11.944759
2023-07-05,Fusion Mouse,Accessories,West India,11,7,5,2,3,2.0,9.061839
2023-11-05,Fusion Mouse,Accessories,West India,10,11,5,6,4,4.0,14.276493
2024-03-17,Fusion Mouse,Accessories,West India,1,3,17,6,1,3.0,8.600363
2024-05-09,Fusion Mouse,Accessories,West India,27,5,9,3,2,1.0,13.272019
2024-07-14,Fusion Mouse,Accessories,West India,1,7,14,6,3,5.0,14.020026
2022-05-16,Fusion Watch Lite,Wearables,Central India,1,5,16,0,2,1.0,9.169687
2022-04-14,Fusion Watch Lite,Wearables,East India,1,4,14,3,2,192.0,19.821728
2023-09-05,Fusion Watch Lite,Wearables,East India,1,9,5,1,3,1.0,17.564133
2021-12-05,Fusion Watch Lite,Wearables,North India,1,12,5,6,4,1.0,16.178741
2023-05-21,Fusion Watch Lite,Wearables,North India,2,5,21,6,2,1.0,20.83827
2024-06-18,Fusion Watch Lite,Wearables,North India,1,6,18,1,2,1.0,22.13985
2021-11-01,Fusion Watch Lite,Wearables,South India,46,11,1,0,4,2.0,17.952772
2022-05-22,Fusion Watch Lite,Wearables,South India,23,5,22,6,2,4.0,20.305874
2022-12-31,Fusion Watch Lite,Wearables,South India,1,12,31,5,4,1.0,10.106746
2023-12-28,Fusion Watch Lite,Wearables,South India,1,12,28,3,4,1.0,10.153639
2023-01-18,Fusion Watch Lite,Wearables,West India,2,1,18,2,1,1.0,18.999819
2023-06-17,Fusion Watch Lite,Wearables,West India,1,6,17,5,2,1.0,9.718444
2023-12-30,Fusion Watch Lite,Wearables,West India,1,12,30,5,4,1.0,18.523018
2022-05-16,Fusion Watch Pro,Wearables,Central India,1,5,16,0,2,1.0,10.362707
2023-06-03,Fusion Watch Pro,Wearables,North India,2,6,3,5,2,1.0,9.339491
2022-04-23,Fusion Watch Pro,Wearables,South India,81,4,23,5,2,39.0,9.125238
2022-11-11,Fusion Watch Pro,Wearables,South India,1,11,11,4,4,1.0,6.4072223
2023-04-15,Fusion Watch Pro,Wearables,South India,2,4,15,5,2,20.0,6.4072223
2023-09-03,Fusion Watch Pro,Wearables,South India,1,9,3,6,3,1.0,13.58054
2024-04-03,Fusion Watch Pro,Wearables,South India,2,4,3,2,2,1.0,3.5696952
2024-08-03,Fusion Watch Pro,Wearables,South India,1,8,3,5,3,1.0,13.649944
2022-05-22,Fusion Watch Pro,Wearables,West India,1,5,22,6,2,1.0,7.2270055
2024-07-13,Fusion Watch Pro,Wearables,West India,1,7,13,5,3,1.0,9.214262
2021-10-01,FusionBook Air,Laptops,Central India,40,10,1,4,4,44.0,8.287501
2023-03-18,FusionBook Air,Laptops,Central India,26,3,18,5,1,1.0,6.356643
2021-02-20,FusionBook Air,Laptops,East India,1,2,20,5,1,27.0,6.992163
2021-04-15,FusionBook Air,Laptops,East India,42,4,15,3,2,233.0,7.7532864
2021-06-10,FusionBook Air,Laptops,East India,1,6,10,3,2,194.0,0.9872951
2022-05-13,FusionBook Air,Laptops,East India,1,5,13,4,2,56.0,4.192111
2022-11-26,FusionBook Air,Laptops,East India,46,11,26,5,4,1.0,1.9587123
2024-10-25,FusionBook Air,Laptops,East India,58,10,25,4,4,1.0,5.1021733
2021-03-10,FusionBook Air,Laptops,North India,3,3,10,2,1,112.0,6.376822
2021-06-11,FusionBook Air,Laptops,North India,84,6,11,4,2,92.0,7.3900204
2021-10-09,FusionBook Air,Laptops,North India,108,10,9,5,4,29.0,6.56308
2021-12-10,FusionBook Air,Laptops,North India,35,12,10,4,4,2.0,20.634928
2022-02-21,FusionBook Air,Laptops,North India,97,2,21,0,1,44.0,7.3497334
2022-05-05,FusionBook Air,Laptops,North India,35,5,5,3,2,15.0,7.86175
2022-06-28,FusionBook Air,Laptops,North India,16,6,28,1,2,25.0,15.362827
2022-10-31,FusionBook Air,Laptops,North India,2,10,31,0,4,35.0,7.7564497
2022-12-21,FusionBook Air,Laptops,North India,88,12,21,2,4,1.0,22.246988
2023-02-24,FusionBook Air,Laptops,North India,1,2,24,4,1,1.0,10.388862
2023-04-21,FusionBook Air,Laptops,North India,14,4,21,4,2,33.0,8.298232
2023-09-12,FusionBook Air,Laptops,North India,28,9,12,1,3,1.0,47.53066
2023-12-07,FusionBook Air,Laptops,North India,21,12,7,3,4,1.0,11.237684
2024-09-29,FusionBook Air,Laptops,North India,1,9,29,6,3,1.0,18.329144
2021-03-31,FusionBook Air,Laptops,South India,35,3,31,2,1,311.0,10.076975
2021-05-22,FusionBook Air,Laptops,South India,42,5,22,5,2,60.0,15.888195
2021-07-23,FusionBook Air,Laptops,South India,39,7,23,4,3,51.0,7.427513
2021-09-21,FusionBook Air,Laptops,South India,1,9,21,1,3,1.0,7.529907
2022-01-09,FusionBook Air,Laptops,South India,3,1,9,6,1,40.0,18.60899
2022-07-10,FusionBook Air,Laptops,South India,39,7,10,6,3,5.0,9.859727
2022-11-19,FusionBook Air,Laptops,South India,118,11,19,5,4,184.0,7.9379225
2023-01-11,FusionBook Air,Laptops,South India,48,1,11,2,1,12.0,12.869966
2023-06-18,FusionBook Air,Laptops,South India,1,6,18,6,2,2.0,8.007572
2023-10-19,FusionBook Air,Laptops,South India,1,10,19,3,4,173.0,8.895178
2024-03-05,FusionBook Air,Laptops,South India,120,3,5,1,1,2.0,8.26122
2024-04-26,FusionBook Air,Laptops,South India,1,4,26,4,2,11.0,12.229511
2024-09-27,FusionBook Air,Laptops,South India,1,9,27,4,3,1.0,9.575772
2021-03-04,FusionBook Air,Laptops,West India,2,3,4,3,1,1.0,7.6330023
2021-04-12,FusionBook Air,Laptops,West India,74,4,12,0,2,180.0,9.631738
2021-05-30,FusionBook Air,Laptops,West India,26,5,30,6,2,44.0,7.611186
2021-10-22,FusionBook Air,Laptops,West India,2,10,22,4,4,126.0,12.782178
2022-03-13,FusionBook Air,Laptops,West India,79,3,13,6,1,1.0,7.4417906
2022-12-18,FusionBook Air,Laptops,West India,13,12,18,6,4,1.0,7.378475
2023-03-28,FusionBook Air,Laptops,West India,1,3,28,1,1,1.0,8.793233
2023-09-25,FusionBook Air,Laptops,West India,2,9,25,0,3,24.0,9.603166
2024-04-08,FusionBook Air,Laptops,West India,48,4,8,0,2,2.0,6.143297
2024-08-05,FusionBook Air,Laptops,West India,75,8,5,0,3,81.0,7.4026146
2024-12-02,FusionBook Air,Laptops,West India,193,12,2,0,4,61.0,7.2772493
2023-05-16,FusionBook Pro,Laptops,Central India,5,5,16,1,2,42.0,9.380429
2024-02-15,FusionBook Pro,Laptops,Central India,15,2,15,3,1,1.0,9.113434
2024-09-05,FusionBook Pro,Laptops,Central India,1,9,5,3,3,35.0,9.643126
2021-06-29,FusionBook Pro,Laptops,East India,295,6,29,1,2,144.0,11.811896
2022-07-08,FusionBook Pro,Laptops,East India,28,7,8,4,3,110.0,15.341499
2023-01-03,FusionBook Pro,Laptops,East India,34,1,3,1,1,46.0,12.147975
2023-04-24,FusionBook Pro,Laptops,East India,5,4,24,0,2,1.0,7.301233
2024-02-21,FusionBook Pro,Laptops,East India,57,2,21,2,1,1.0,8.649825
2024-06-21,FusionBook Pro,Laptops,East India,15,6,21,4,2,73.0,8.046525
2021-07-25,FusionBook Pro,Laptops,North India,37,7,25,6,3,125.0,7.384958
2022-04-28,FusionBook Pro,Laptops,North India,1,4,28,3,2,3.0,12.826188
2022-06-22,FusionBook Pro,Laptops,North India,41,6,22,2,2,2.0,13.022706
2022-10-09,FusionBook Pro,Laptops,North India,187,10,9,6,4,39.0,7.5913024
2023-01-13,FusionBook Pro,Laptops,North India,36,1,13,4,1,7.0,11.152508
2023-07-22,FusionBook Pro,Laptops,North India,61,7,22,5,3,1.0,9.638062
2023-09-10,FusionBook Pro,Laptops,North India,127,9,10,6,3,2.0,7.7206006
2023-11-02,FusionBook Pro,Laptops,North India,1,11,2,3,4,1.0,7.580911
2021-06-26,FusionBook Pro,Laptops,South India,31,6,26,5,2,51.0,12.648592
2022-05-03,FusionBook Pro,Laptops,South India,1,5,3,1,2,1.0,6.729723
2022-06-09,FusionBook Pro,Laptops,South India,2,6,9,3,2,133.0,9.286903
2022-08-01,FusionBook Pro,Laptops,South India,23,8,1,0,3,2.0,12.391252
2022-11-05,FusionBook Pro,Laptops,South India,235,11,5,5,4,32.0,7.863636
2023-01-09,FusionBook Pro,Laptops,South India,45,1,9,0,1,1.0,7.583839
2023-03-26,FusionBook Pro,Laptops,South India,1,3,26,6,1,273.0,10.635521
2023-11-14,FusionBook Pro,Laptops,South India,65,11,14,1,4,342.0,11.671662
2024-02-07,FusionBook Pro,Laptops,South India,1,2,7,2,1,1.0,6.675278
2024-05-27,FusionBook Pro,Laptops,South India,1,5,27,0,2,10.0,6.328054
2021-07-22,FusionBook Pro,Laptops,West India,2,7,22,3,3,56.0,11.566616
2021-09-09,FusionBook Pro,Laptops,West India,1,9,9,3,3,94.0,7.7405324
2021-10-19,FusionBook Pro,Laptops,West India,1,10,19,1,4,1.0,6.496794
2021-11-25,FusionBook Pro,Laptops,West India,1,11,25,3,4,2.0,6.427335
2022-04-16,FusionBook Pro,Laptops,West India,69,4,16,5,2,89.0,6.6754727
2022-06-20,FusionBook Pro,Laptops,West India,1,6,20,0,2,77.0,6.0316195
2022-08-28,FusionBook Pro,Laptops,West India,26,8,28,6,3,3.0,5.9948964
2022-11-27,FusionBook Pro,Laptops,West India,1,11,27,6,4,108.0,7.429842
2023-01-18,FusionBook Pro,Laptops,West India,38,1,18,2,1,36.0,6.9632144
2023-03-15,FusionBook Pro,Laptops,West India,1,3,15,2,1,189.0,8.737429
2023-09-08,FusionBook Pro,Laptops,West India,47,9,8,4,3,22.0,9.7867985
2023-10-06,FusionBook Pro,Laptops,West India,29,10,6,4,4,78.0,6.635585
2023-11-24,FusionBook Pro,Laptops,West India,1,11,24,4,4,1.0,6.4042273
2024-02-19,FusionBook Pro,Laptops,West India,56,2,19,0,1,2.0,8.231527
2024-07-09,FusionBook Pro,Laptops,West India,2,7,9,1,3,1.0,8.865103
2024-11-15,FusionBook Pro,Laptops,West India,58,11,15,4,4,11.0,5.96459
2022-04-20,FusionBook Ultra,Laptops,Central India,26,4,20,2,2,22.0,5.1826277
2022-10-10,FusionBook Ultra,Laptops,Central India,6,10,10,0,4,1.0,5.651134
2023-06-23,FusionBook Ultra,Laptops,Central India,2,6,23,4,2,1.0,5.201755
2023-11-11,FusionBook Ultra,Laptops,Central India,1,11,11,5,4,1.0,5.6030774
2024-06-29,FusionBook Ultra,Laptops,Central India,22,6,29,5,2,1.0,7.968679
2022-05-09,FusionBook Ultra,Laptops,East India,46,5,9,0,2,2.0,6.485933
2022-08-07,FusionBook Ultra,Laptops,East India,1,8,7,6,3,1.0,9.059148
2022-10-31,FusionBook Ultra,Laptops,East India,44,10,31,0,4,1.0,6.066304
2023-01-10,FusionBook Ultra,Laptops,East India,1,1,10,1,1,1.0,5.964389
2023-05-04,FusionBook Ultra,Laptops,East India,9,5,4,3,2,94.0,5.962228
2023-11-09,FusionBook Ultra,Laptops,East India,22,11,9,3,4,26.0,7.8828554
2024-02-25,FusionBook Ultra,Laptops,East India,1,2,25,6,1,1.0,6.903457
2024-08-11,FusionBook Ultra,Laptops,East India,1,8,11,6,3,2.0,5.6381726
2024-11-15,FusionBook Ultra,Laptops,East India,1,11,15,4,4,1.0,5.3028727
2022-04-20,FusionBook Ultra,Laptops,North India,79,4,20,2,2,1.0,7.1430526
2022-06-14,FusionBook Ultra,Laptops,North India,89,6,14,1,2,79.0,6.600022
2022-07-24,FusionBook Ultra,Laptops,North India,2,7,24,6,3,1.0,6.8723946
2022-11-05,FusionBook Ultra,Laptops,North India,215,11,5,5,4,21.0,6.5492644
2022-12-06,FusionBook Ultra,Laptops,North India,16,12,6,1,4,1.0,3.8457863
2023-01-19,FusionBook Ultra,Laptops,North India,127,1,19,3,1,9.0,6.1404996
2023-07-08,FusionBook Ultra,Laptops,North India,60,7,8,5,3,51.0,6.129859
2023-09-09,FusionBook Ultra,Laptops,North India,49,9,9,5,3,1.0,5.479068
2024-03-16,FusionBook Ultra,Laptops,North India,2,3,16,5,1,8.0,5.614713
2024-12-17,FusionBook Ultra,Laptops,North India,212,12,17,1,4,26.0,5.477433
2022-07-17,FusionBook Ultra,Laptops,South India,1,7,17,6,3,34.0,8.152659
2022-10-31,FusionBook Ultra,Laptops,South India,24,10,31,0,4,2.0,8.795758
2024-02-07,FusionBook Ultra,Laptops,South India,25,2,7,2,1,22.0,5.8987117
2024-06-08,FusionBook Ultra,Laptops,South India,3,6,8,5,2,2.0,6.0681105
2024-11-23,FusionBook Ultra,Laptops,South India,28,11,23,5,4,14.0,5.738075
2022-03-20,FusionBook Ultra,Laptops,West India,1,3,20,6,1,0.0,6.6164675
2022-05-12,FusionBook Ultra,Laptops,West India,25,5,12,3,2,68.0,8.978848
2022-08-30,FusionBook Ultra,Laptops,West India,1,8,30,1,3,11.0,8.688732
2022-12-03,FusionBook Ultra,Laptops,West India,1,12,3,5,4,1.0,7.0233107
2023-06-28,FusionBook Ultra,Laptops,West India,3,6,28,2,2,48.0,5.5782003
2023-11-03,FusionBook Ultra,Laptops,West India,54,11,3,4,4,2.0,6.4894824
2024-02-11,FusionBook Ultra,Laptops,West India,68,2,11,6,1,2.0,5.9769125
2024-04-01,FusionBook Ultra,Laptops,West India,1,4,1,0,2,70.0,6.1122155
2024-05-25,FusionBook Ultra,Laptops,West India,1,5,25,5,2,1.0,9.801973
2024-11-02,FusionBook Ultra,Laptops,West India,116,11,2,5,4,229.0,8.743033
2024-12-20,FusionBook Ultra,Laptops,West India,96,12,20,4,4,97.0,6.094205
2021-03-13,FusionPhone Lite,Smartphones,Central India,3,3,13,5,1,1.0,7.3509536
2021-05-10,FusionPhone Lite,Smartphones,Central India,1,5,10,0,2,3.0,6.6684074
2021-09-13,FusionPhone Lite,Smartphones,Central India,2,9,13,0,3,17.0,6.5960183
2022-09-22,FusionPhone Lite,Smartphones,Central India,1,9,22,3,3,1.0,8.10672
2023-11-21,FusionPhone Lite,Smartphones,Central India,2,11,21,1,4,1.0,5.54371
2024-09-17,FusionPhone Lite,Smartphones,Central India,1,9,17,1,3,1.0,11.181596
2021-02-28,FusionPhone Lite,Smartphones,East India,3,2,28,6,1,17.0,9.343204
2021-07-10,FusionPhone Lite,Smartphones,East India,1,7,10,5,3,1.0,10.735203
2022-01-10,FusionPhone Lite,Smartphones,East India,1,1,10,0,1,1.0,13.415429
2022-05-02,FusionPhone Lite,Smartphones,East India,3,5,2,0,2,1.0,7.5207734
2022-08-03,FusionPhone Lite,Smartphones,East India,1,8,3,2,3,31.0,9.061839
2022-10-31,FusionPhone Lite,Smartphones,East India,2,10,31,0,4,1.0,10.121043
2023-05-13,FusionPhone Lite,Smartphones,East India,1,5,13,5,2,2.0,9.277654
2023-09-26,FusionPhone Lite,Smartphones,East India,3,9,26,1,3,1.0,8.082794
2024-10-16,FusionPhone Lite,Smartphones,East India,3,10,16,2,4,2.0,12.437962
2021-03-25,FusionPhone Lite,Smartphones,North India,2,3,25,3,1,52.0,9.756674
2021-05-11,FusionPhone Lite,Smartphones,North India,2,5,11,1,2,2.0,17.39059
2021-06-30,FusionPhone Lite,Smartphones,North India,2,6,30,2,2,2.0,8.364845
2021-08-12,FusionPhone Lite,Smartphones,North India,4,8,12,3,3,2.0,10.367506
2021-10-17,FusionPhone Lite,Smartphones,North India,49,10,17,6,4,5.0,20.694674
2021-12-09,FusionPhone Lite,Smartphones,North India,3,12,9,3,4,3.0,10.503445
2022-03-24,FusionPhone Lite,Smartphones,North India,1,3,24,3,1,48.0,22.328207
2022-05-06,FusionPhone Lite,Smartphones,North India,6,5,6,4,2,4.0,20.527752
2022-08-23,FusionPhone Lite,Smartphones,North India,1,8,23,1,3,2.0,10.153639
2022-12-16,FusionPhone Lite,Smartphones,North India,2,12,16,4,4,2.0,9.177358
2023-04-21,FusionPhone Lite,Smartphones,North India,60,4,21,4,2,2.0,15.236147
2023-06-15,FusionPhone Lite,Smartphones,North India,24,6,15,3,2,1.0,9.718444
2023-08-23,FusionPhone Lite,Smartphones,North India,1,8,23,2,3,38.0,15.161253
2023-10-21,FusionPhone Lite,Smartphones,North India,3,10,21,5,4,2.0,8.80742
2024-02-27,FusionPhone Lite,Smartphones,North India,1,2,27,1,1,2.0,10.393313
2024-05-27,FusionPhone Lite,Smartphones,North India,1,5,27,0,2,1.0,20.108734
2024-08-29,FusionPhone Lite,Smartphones,North India,2,8,29,3,3,1.0,16.45163
2024-11-18,FusionPhone Lite,Smartphones,North India,2,11,18,0,4,6.0,15.739505
2021-03-09,FusionPhone Lite,Smartphones,South India,2,3,9,1,1,45.0,10.69479
2021-05-15,FusionPhone Lite,Smartphones,South India,31,5,15,5,2,3.0,15.695215
2021-07-25,FusionPhone Lite,Smartphones,South India,2,7,25,6,3,2.0,10.265285
